total,l1,l2,l3,l1r
1,6,10,5,0
28,6,10,5,0
29,5,16,5,1
763,5,15,4,1
764,4,21,4,2
17447,4,7,5,2
17448,3,13,5,3
25161,3,10,3,3
25162,2,16,3,4
32084,2,13,2,4
32085,1,19,2,5
45943,1,10,7,5
