total,l1,l2,l3,l1r
1,4,13,5,0
1657,4,10,5,0
1658,3,16,5,1
3137,3,13,6,1
3138,2,19,6,2
6198,2,14,5,2
6199,1,20,5,3
15178,1,9,11,3
