total,l1,l2,l3,l2r
1,0,15,12,0
2,0,15,12,0
3,0,14,14,1
4,0,14,14,1
5,0,14,14,1
6,0,14,14,1
7,0,14,14,1
8,0,14,14,1
9,0,14,14,1
10,0,14,14,1
11,0,14,14,1
12,0,14,13,1
13,0,14,13,1
14,0,14,13,1
15,0,14,13,1
16,0,14,13,1
17,0,14,13,1
18,0,14,13,1
19,0,14,13,1
20,0,14,13,1
21,0,14,13,1
22,0,14,13,1
23,0,14,13,1
24,0,14,13,1
25,0,13,14,2
26,0,13,14,2
27,0,13,14,2
28,0,13,14,2
29,0,13,14,2
30,0,13,14,2
31,0,13,14,2
32,0,13,14,2
33,0,13,14,2
34,0,13,14,2
35,0,13,14,2
36,0,13,14,2
37,0,13,14,2
38,0,13,14,2
39,0,13,14,2
40,0,13,14,2
41,0,13,14,2
42,0,13,14,2
43,0,13,14,2
44,0,13,14,2
45,0,13,13,2
46,0,13,13,2
47,0,13,13,2
48,0,13,13,2
49,0,13,13,2
50,0,13,13,2
51,0,13,13,2
52,0,13,13,2
53,0,13,13,2
54,0,13,13,2
55,0,13,13,2
56,0,13,13,2
57,0,13,13,2
58,0,13,13,2
59,0,13,13,2
60,0,13,13,2
61,0,13,13,2
62,0,13,13,2
63,0,13,13,2
64,0,13,13,2
65,0,13,13,2
66,0,13,12,2
67,0,13,12,2
68,0,13,12,2
69,0,13,12,2
70,0,13,12,2
71,0,13,12,2
72,0,13,12,2
73,0,13,12,2
74,0,13,12,2
75,0,13,12,2
76,0,13,12,2
77,0,13,12,2
78,0,13,12,2
79,0,13,12,2
80,0,13,12,2
81,0,13,12,2
82,0,13,12,2
83,0,13,12,2
84,0,13,12,2
85,0,13,12,2
86,0,13,12,2
87,0,13,12,2
88,0,13,12,2
89,0,13,12,2
90,0,13,12,2
91,0,12,13,3
92,0,12,13,3
93,0,12,13,3
94,0,12,13,3
95,0,12,13,3
96,0,12,13,3
97,0,12,13,3
98,0,12,13,3
99,0,12,13,3
100,0,12,13,3
101,0,12,13,3
102,0,12,13,3
103,0,12,13,3
104,0,12,13,3
105,0,12,13,3
106,0,12,13,3
107,0,12,13,3
108,0,12,13,3
109,0,12,13,3
110,0,12,13,3
111,0,12,13,3
112,0,12,13,3
113,0,12,13,3
114,0,12,13,3
115,0,12,13,3
116,0,12,13,3
117,0,12,12,3
118,0,12,12,3
119,0,12,12,3
120,0,12,12,3
121,0,12,12,3
122,0,12,12,3
123,0,12,12,3
124,0,12,12,3
125,0,12,12,3
126,0,12,12,3
127,0,12,12,3
128,0,12,12,3
129,0,12,12,3
130,0,12,12,3
131,0,12,12,3
132,0,12,12,3
133,0,12,12,3
134,0,12,12,3
135,0,12,12,3
136,0,12,12,3
137,0,12,12,3
138,0,12,12,3
