filename,score,niqe_accepted
0_0_1_20231111200646265384.png,7.5491953256990065,True
0_0_1_20231111200709733806.png,7.927759162750735,True
0_0_1_20231111200737758999.png,10.69808510206935,False
0_0_1_20231111200827493751.png,7.546731846368335,True
0_0_1_20231111200949641359.png,4.222256096219427,True
0_0_1_20231111201038069562.png,4.4430596899621095,True
0_0_1_20231111201126116464.png,3.468604805590888,True
0_0_1_20231111201156537688.png,7.879037741734302,True
0_0_1_20231111201221689245.png,7.46928445125821,True
0_1_3_20231111200805576766.png,6.403940054241243,True
0_1_3_20231111200851997602.png,6.88640765071254,True
0_1_3_20231111200921742011.png,7.708294541715414,True
0_1_3_20231111201013968007.png,6.679605364655436,True
0_1_3_20231111201100504521.png,3.5027677647857574,True
1_0_0_20231111193134797384.png,10.617948235841224,False
1_0_0_20231111193156914470.png,4.155216425887486,True
1_0_0_20231111193227246255.png,5.148332173724638,True
1_0_0_20231111193255296489.png,7.350110493525861,True
1_0_0_20231111193315556659.png,7.251670080444906,True
1_0_0_20231111193336761200.png,7.214379326384822,True
1_0_0_20231111193355061882.png,13.160861232672405,False
1_0_0_20231111193416016172.png,3.831606957032628,True
1_1_2_20231111193441135435.png,7.035999070508632,True
1_1_2_20231111193504617399.png,6.6658052397455085,True
1_1_2_20231111193535102245.png,5.665850117408714,True
1_1_2_20231111193555680970.png,5.081248061219645,True
1_1_2_20231111193615315807.png,8.60304202234003,True
2_0_3_20231111193643386716.png,8.862224646822877,False
2_0_3_20231111193717106519.png,6.946108757549882,True
2_0_3_20231111193736861514.png,8.894684981623813,False
2_0_3_20231111193759660353.png,4.144655066108348,True
2_0_3_20231111193823041625.png,9.277665721074616,False
2_0_3_20231111193846379778.png,6.014104806514805,True
2_0_3_20231111193917969119.png,4.230720002144191,True
2_1_1_20231111193951431213.png,6.927823029179594,True
2_1_1_20231111194020956812.png,5.854398026693876,True
2_1_1_20231111194054834371.png,5.594599078523588,True
2_1_1_20231111194126427983.png,6.6483121868658985,True
2_1_1_20231111194140431423.png,4.427986858030664,True
2_1_1_20231111194152046784.png,5.455827214106456,True
2_1_1_20231111194219666469.png,8.966041249991422,False
3_0_2_20231111194240375652.png,5.51550124778407,True
3_0_2_20231111194259404856.png,5.062710324679291,True
3_0_2_20231111194328394374.png,7.596373681691651,True
3_0_2_20231111194353106762.png,7.140959258994565,True
3_0_2_20231111194419477039.png,6.377035534247828,True
3_0_2_20231111194436999020.png,8.809861523434565,False
3_1_0_20231111194512994807.png,6.309131890708128,True
3_1_0_20231111194537686174.png,5.610917771411176,True
3_1_0_20231111194555803914.png,4.854671612720088,True
3_1_0_20231111194616472146.png,10.199340983680685,False
3_1_0_20231111194637844268.png,4.553746309314848,True
4_0_3_20231111194704861073.png,4.145243009845288,True
4_0_3_20231111194726632742.png,7.06994994713192,True
4_0_3_20231111194755197584.png,7.672373133258209,True
4_0_3_20231111194817558715.png,9.240088554619511,False
4_0_3_20231111194838743721.png,7.67285646752869,True
4_1_2_20231111194858654816.png,7.442325073411665,True
4_1_2_20231111194919508157.png,6.340335486795344,True
4_1_2_20231111194941981129.png,7.187297403731573,True
4_1_2_20231111195003545690.png,8.889445565422088,False
4_1_2_20231111195045236745.png,8.91137058250979,False
5_0_1_20231111195110498741.png,6.626064425535043,True
5_0_1_20231111195131813587.png,7.695389506891503,True
5_0_1_20231111195157184059.png,5.703548113428221,True
5_0_1_20231111195241778835.png,5.040857288392553,True
5_0_1_20231111195337181186.png,8.18847514804426,True
5_0_1_20231111195401213369.png,8.419236458459809,True
5_0_1_20231111195423556563.png,5.222614018995735,True
5_1_0_20231111195446132949.png,6.207667645138737,True
5_1_0_20231111195509625772.png,6.770546299829064,True
5_1_0_20231111195528960883.png,6.397471745509863,True
5_1_0_20231111195600956518.png,9.038232934186524,False
5_1_0_20231111195626840708.png,5.336899903784307,True
5_1_0_20231111195646901261.png,5.112253288743291,True
5_1_0_20231111195707444345.png,7.631556825184996,True
5_1_0_20231111195734208282.png,4.070789061058477,True
5_1_0_20231111195759847493.png,6.213693619773481,True
6_0_0_20231111195832044560.png,5.83987784912031,True
6_0_0_20231111195853971593.png,6.770758185126057,True
6_0_0_20231111195916815158.png,6.089511987167226,True
6_0_0_20231111195938172707.png,5.3229923730513775,True
6_0_0_20231111200003596087.png,9.530898180730327,False
6_1_3_20231111200027522045.png,5.93178902211091,True
6_1_3_20231111200048700781.png,5.4313494696312015,True
6_1_3_20231111200117143207.png,6.924096928200467,True
6_1_3_20231111200141401884.png,4.376388552794882,True
7_0_2_20231111200209811196.png,6.8119735110005815,True
7_0_2_20231111200229113431.png,4.421422337394732,True
7_0_2_20231111200249795037.png,5.445825045472192,True
7_0_2_20231111200316928691.png,5.867278284910181,True
7_0_2_20231111200348553772.png,4.813479233707786,True
7_0_2_20231111200420349310.png,6.148925517450653,True
7_1_1_20231111200445463484.png,5.440807488120605,True
7_1_1_20231111200514052077.png,6.587027492319646,True
7_1_1_20231111200533923795.png,4.737854284238483,True
7_1_1_20231111200559418886.png,7.18549943691596,True
7_1_1_20231111200622781893.png,7.460481896442911,True
0_0_1_20231113122659021371.png,5.715684271601087,True
0_0_1_20231113122718330912.png,6.53168133101193,True
0_0_1_20231113122810290739.png,4.651712159914336,True
0_0_1_20231113122857578766.png,5.861742148385809,True
0_0_1_20231113122949457325.png,4.673724146579122,True
0_0_1_20231113123039922815.png,5.674384371156616,True
0_1_3_20231113122745670167.png,5.665159183036918,True
0_1_3_20231113122832882284.png,7.301373707349076,True
0_1_3_20231113122922418303.png,5.033230447737823,True
0_1_3_20231113123012736269.png,3.797323347788515,True
1_0_0_20231112180223351092.png,3.5726559019631203,True
1_0_0_20231112180337514632.png,5.157213866708185,True
1_0_0_20231112180406930075.png,6.103235003879458,True
1_0_0_20231112180425825380.png,3.05124898146082,True
1_0_0_20231112180445405641.png,5.796655908937364,True
1_1_2_20231112180509775986.png,5.993677630935596,True
1_1_2_20231112180531100141.png,5.186933738976366,True
1_1_2_20231112180552597972.png,5.561253461960254,True
1_1_2_20231112180613275663.png,5.142208322370328,True
2_0_3_20231112180634079915.png,8.45158444500604,True
2_0_3_20231112180723581380.png,5.61405729767577,True
2_0_3_20231112180806704572.png,4.18567316422385,True
2_0_3_20231112180834400994.png,6.672453911930293,True
2_0_3_20231112180903353927.png,5.098013882405203,True
2_0_3_20231112181034492626.png,7.067373530492455,True
2_1_1_20231112181203229948.png,5.749515748545062,True
2_1_1_20231112181238102675.png,7.289818650488466,True
2_1_1_20231112181306505501.png,5.026455397054827,True
2_1_1_20231112181327267310.png,7.276601228625148,True
2_1_1_20231112181408735320.png,5.825462628824234,True
2_1_1_20231112181432527474.png,4.629480671488862,True
3_0_2_20231112181451945393.png,6.127730754022397,True
3_0_2_20231112181513372106.png,7.879404267512085,True
3_0_2_20231112181533824949.png,6.584995435277581,True
3_0_2_20231112181557572093.png,4.82045541022072,True
3_0_2_20231112181618269360.png,5.671142203169939,True
3_0_2_20231112181650398300.png,6.123912190476694,True
3_0_2_20231112181712708847.png,7.236517559485277,True
