total,l1,l2,l3,l1r
1,6,10,5,0
1425,6,10,5,0
1426,5,15,5,1
3636,5,15,5,1
3637,4,20,5,2
10319,4,17,6,2
10320,3,23,6,3
10881,3,23,6,3
10882,2,29,6,4
11369,2,28,6,4
11370,1,34,6,5
12798,1,34,6,5
