total,l1,l2,l3,l1r
1,6,10,5,0
10194,6,3,1,0
10195,5,7,1,1
16270,5,4,2,1
16271,4,8,2,2
28320,4,3,5,2
28321,3,7,5,3
31892,3,6,5,3
31893,2,10,5,4
37342,2,9,4,4
37343,1,13,4,5
54147,1,9,3,5
