total,l1,l2,l3,l1r
1,4,13,5,0
2300,4,12,6,0
2301,3,18,6,1
2757,3,18,6,1
2758,2,24,6,2
3600,2,24,6,2
3601,1,30,6,3
4838,1,28,9,3
