total,l1,l2,l3,l1r
1,4,13,5,0
8646,4,3,5,0
8647,3,7,5,1
10218,3,6,5,1
10219,2,10,5,2
12668,2,9,4,2
12669,1,13,4,3
20473,1,9,3,3
