total,l1,l2,l3,l2r
1,0,15,12,0
38,0,15,12,0
39,0,14,12,1
145,0,14,12,1
146,0,13,14,2
217,0,13,14,2
218,0,12,16,3
230,0,12,16,3
231,0,11,18,4
365,0,11,18,4
366,0,10,20,5
492,0,10,20,5
493,0,9,22,6
494,0,9,22,6
495,0,8,24,7
640,0,8,24,7
641,0,7,26,8
734,0,7,26,8
735,0,6,28,9
818,0,6,28,9
819,0,5,30,10
980,0,5,30,10
981,0,4,32,11
1142,0,4,32,11
1143,0,3,34,12
1296,0,3,34,12
1297,0,2,36,13
1442,0,2,36,13
1443,0,1,38,14
1558,0,1,38,14
